ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
2704	Gongxing	plough; till	tsu24	tsu24	ts u ²⁴	3225
2705	Enqi	plough; till	tsu55	tsu55	ts u ⁵⁵	3225
2706	Jinman	plough; till	tso55	tso55	ts o ⁵⁵	3225
2707	Jinxing	plough; till	tsou44	tsou44	ts ou ⁴⁴	3225
2708	Dashi	plough; till	tsou33	tsou33	ts ou ³³	3225
2709	Mazhelong	plough; till	tso44	tso44	ts o ⁴⁴	3225
2710	ProtoBai	plougshare	tɕi1kuɛ1	tɕi1kuɛ1	tɕ i ¹ + k u/w ɛ ¹	3234 3235
2711	Tuoluo	plougshare	tɕi55kue55	tɕi55kue55	tɕ i ⁵⁵ + k u/w e ⁵⁵	3234 3235
2712	Gongxing	plougshare	tɕi55kuɛ55	tɕi55kuɛ55	tɕ i ⁵⁵ + k u/w ɛ ⁵⁵	3234 3235
2713	Enqi	plougshare	tɕi24kui24	tɕi24kui24	tɕ i ²⁴ + k u/w i ²⁴	3234 3235
2714	Ega	plougshare	tɕi55kui55	tɕi55kui55	tɕ i ⁵⁵ + k u/w i ⁵⁵	3234 3235
2715	Jinman	plougshare	tɕĩkui55	tɕĩkui55	tɕ ĩ ⁰ + k u/w i ⁵⁵	3234 3235
2716	Jinxing	plougshare	tɕi55kui55	tɕi55kui55	tɕ i ⁵⁵ + k u/w i ⁵⁵	3234 3235
2717	Mazhelong	plougshare	tɕi55kuɛ55	tɕi55kuɛ55	tɕ i ⁵⁵ + k u/w ɛ ⁵⁵	3234 3235
2718	ProtoBai	press (with palm of finger)	ja4	ja4	j a ⁴	3251
2719	Tuoluo	press (with palm of finger)	jɔ42	jɔ42	j ɔ ⁴²	3251
2720	Gongxing	press (with palm of finger)	ja24	ja24	j a ²⁴	3251
2721	Enqi	press (with palm of finger)	ja55	ja55	j a ⁵⁵	3251
2722	Ega	press (with palm of finger)	o44	o44	o ⁴⁴	3252
2723	Jinman	press (with palm of finger)	(a55)	a55	a ⁵⁵	3252
2724	Jinxing	press (with palm of finger)	jo44(/ɑ̃44)	jo44	j o ⁴⁴	3251
2725	Jinxing	press (with palm of finger)	jo44(/ɑ̃44)	ɑ̃44)	ɑ̃ ⁴⁴	3252
2726	Dashi	press (with palm of finger)	ja44	ja44	j a ⁴⁴	3251
2727	Zhoucheng	press (with palm of finger)	ja44	ja44	j a ⁴⁴	3251
2728	Mazhelong	press (with palm of finger)	ja44	ja44	j a ⁴⁴	3251
2729	ProtoBai	press, push down	ja4	ja4	j a ⁴	3263
2730	Tuoluo	press, push down	jɔ42	jɔ42	j ɔ ⁴²	3263
2731	Gongxing	press, push down	ja24	ja24	j a ²⁴	3263
2732	Enqi	press, push down	ja55	ja55	j a ⁵⁵	3263
2733	Ega	press, push down	a44	a44	a ⁴⁴	3264
2734	Jinman	press, push down	a55	a55	a ⁵⁵	3264
2735	Jinxing	press, push down	jɑ44	jɑ44	j ɑ ⁴⁴	3263
2736	Dashi	press, push down	ja44	ja44	j a ⁴⁴	3263
2737	Zhoucheng	press, push down	ja44	ja44	j a ⁴⁴	3263
2738	Mazhelong	press, push down	ja44	ja44	j a ⁴⁴	3263
2739	ProtoBai	price	qæ5	qæ5	q æ ⁵	3274
2740	Tuoluo	price	qa21	qa21	q a ²¹	3274
2741	Gongxing	price	qæ42	qæ42	q æ ⁴²	3274
2742	Enqi	price	qæ43	qæ43	q æ ⁴³	3274
2743	Ega	price	qa423	qa423	q a 423/⁴³	3274
2744	Jinman	price	qa42	qa42	q a ⁴²	3274
2745	Jinxing	price	ka42	ka42	k a ⁴²	3274
2746	Dashi	price	kɚ42	kɚ42	k ɚ/ə ⁴²	3274
2747	Zhoucheng	price	kɛ42	kɛ42	k ɛ ⁴²	3274
2748	Mazhelong	price	kɚ42	kɚ42	k ɚ/ə ⁴²	3274
2749	ProtoBai	pull (a quilt over oneself)	tʰa4	tʰa4	tʰ a ⁴	3285
2750	Tuoluo	pull (a quilt over oneself)	tʰɔ42	tʰɔ42	tʰ ɔ ⁴²	3285
2751	Gongxing	pull (a quilt over oneself)	tʰa24	tʰa24	tʰ a ²⁴	3285
2752	Enqi	pull (a quilt over oneself)	tʰua55	tʰua55	tʰ u/w a ⁵⁵	3285
2753	Ega	pull (a quilt over oneself)	tʰo55	tʰo55	tʰ o ⁵⁵	3285
2754	Jinman	pull (a quilt over oneself)	tʰa55	tʰa55	tʰ a ⁵⁵	3285
2755	Jinxing	pull (a quilt over oneself)	tʰɑ44	tʰɑ44	tʰ ɑ ⁴⁴	3285
2756	Dashi	pull (a quilt over oneself)	tʰa44	tʰa44	tʰ a ⁴⁴	3285
2757	Zhoucheng	pull (a quilt over oneself)	tʰa55	tʰa55	tʰ a ⁵⁵	3285
2758	Mazhelong	pull (a quilt over oneself)	(pɛ42)	pɛ42	p ɛ ⁴²	3286
2759	ProtoBai	pull up (weeds)	bræ4	bræ4	b r æ ⁴	3297
2760	Tuoluo	pull up (weeds)	ʐo42	ʐo42	ʐ o ⁴²	3297
2761	Gongxing	pull up (weeds)	dʑua21	dʑua21	dʑ u/w a ²¹	3297
2762	Enqi	pull up (weeds)	pia21	pia21	p i/j a ²¹	3297
2763	Ega	pull up (weeds)	tɕia44	tɕia44	tɕ i/j a ⁴⁴	3297
2764	Jinman	pull up (weeds)	tɕiõ55	tɕiõ55	tɕ i õ ⁵⁵	3297
2765	Jinxing	pull up (weeds)	pio42(/mɑ̃21)	pio42	p i/j o ⁴²	3297
2766	Jinxing	pull up (weeds)	pio42(/mɑ̃21)	mɑ̃21)	m ɑ̃ ²¹	3296
2767	Dashi	pull up (weeds)	(ma21)	ma21	m a ²¹	3296
2768	Zhoucheng	pull up (weeds)	ma(21)	ma	m a	3296
2769	Mazhelong	pull up (weeds)	[tsʰɛ42]	tsʰɛ42	tsʰ ɛ ⁴²	3297
2770	ProtoBai	pull/lead (a cow) along	qʰen1	qʰen1	qʰ e n ¹	3308
2771	Tuoluo	pull/lead (a cow) along	qʰan55	qʰan55	qʰ a n ⁵⁵	3308
2772	Gongxing	pull/lead (a cow) along	qʰ55	qʰ55	qʰ */ə ⁵⁵	3308
2773	Enqi	pull/lead (a cow) along	qʰE24	qʰE24	qʰ ᴇ/ɛ ²⁴	3308
2774	Ega	pull/lead (a cow) along	qʰɛ55	qʰɛ55	qʰ ɛ ⁵⁵	3308
2775	Jinman	pull/lead (a cow) along	qʰe55	qʰe55	qʰ e ⁵⁵	3308
2776	Jinxing	pull/lead (a cow) along	kʰẽ55	kʰẽ55	kʰ ẽ ⁵⁵	3308
2777	Dashi	pull/lead (a cow) along	kʰen55	kʰen55	kʰ e n ⁵⁵	3308
2778	Zhoucheng	pull/lead (a cow) along	kʰe55	kʰe55	kʰ e ⁵⁵	3308
2779	Mazhelong	pull/lead (a cow) along	kʰen55	kʰen55	kʰ e n ⁵⁵	3308
2780	ProtoBai	pull; tug	dʑi2	dʑi2	dʑ i ²	3319
2781	Tuoluo	pull; tug	ʑi33	ʑi33	ʑ i ³³	3319
2782	Gongxing	pull; tug	dʑi22	dʑi22	dʑ i ²²	3319
2783	Enqi	pull; tug	dʑi22	dʑi22	dʑ i ²²	3319
2784	Ega	pull; tug	(kʰɛ22/tɕʰio55)	tɕʰio55)	tɕʰ i/j o ⁵⁵	3319
2785	Jinxing	pull; tug	tɕi33	tɕi33	tɕ i ³³	3319
2786	Dashi	pull; tug	tɕi33	tɕi33	tɕ i ³³	3319
2787	Zhoucheng	pull; tug	tɕi33	tɕi33	tɕ i ³³	3319
2788	Mazhelong	pull; tug	(kʰen55)	kʰen55	kʰ e n ⁵⁵	3320
2789	ProtoBai	pus	nioŋ1b	nioŋ1b	n i/j o ŋ 1b/¹	3330
2790	Tuoluo	pus	nen35	nen35	n e n ³⁵	3330
2791	Gongxing	pus	nõ12	nõ12	n õ ¹²	3330
2792	Enqi	pus	ɲiu21	ɲiu21	ɲ i u ²¹	3330
2793	Ega	pus	nu21	nu21	n u ²¹	3330
2794	Jinman	pus	nu21	nu21	n u ²¹	3330
2795	Jinxing	pus	nṽ21	nṽ21	n ṽ/ʯ̃ ²¹	3330
2796	Dashi	pus	jũ21	jũ21	j ũ ²¹	3329
2797	Zhoucheng	pus	nu21	nu21	n u ²¹	3330
2798	Mazhelong	pus	nǝɯ21	nǝɯ21	n əɯ ²¹	3330
2799	ProtoBai	put on (the shoes)	tro4	tro4	ʈ o ⁴	3340
2800	Tuoluo	put on (the shoes)	tju42	tju42	tʲ u ⁴²	3340
2801	Gongxing	put on (the shoes)	tsu24	tsu24	ts u ²⁴	3340
2802	Enqi	put on (the shoes)	tju55	tju55	tʲ u ⁵⁵	3340
2803	Ega	put on (the shoes)	tɕu44	tɕu44	tɕ u ⁴⁴	3340
2804	Jinman	put on (the shoes)	ʈo55	ʈo55	ʈ o ⁵⁵	3340
2805	Jinxing	put on (the shoes)	tsou44	tsou44	ts ou ⁴⁴	3340
2806	Dashi	put on (the shoes)	tʂou33	tʂou33	ʈʂ ou ³³	3340
2807	Zhoucheng	put on (the shoes)	tsou44	tsou44	ts ou ⁴⁴	3340
2808	Mazhelong	put on (the shoes)	tso44	tso44	ts o ⁴⁴	3340
2809	ProtoBai	read	ʁɯ4	ʁɯ4	ʁ ɯ ⁴	3352
2810	Tuoluo	read	ɣɯ42	ɣɯ42	ɣ ɯ ⁴²	3351
2811	Gongxing	read	ʁe21	ʁe21	ʁ e ²¹	3352
2812	Enqi	read	ʁɯ21	ʁɯ21	ʁ ɯ ²¹	3352
2813	Ega	read	ɣɯ42	ɣɯ42	ɣ ɯ ⁴²	3351
2814	Jinman	read	ɣɯ42	ɣɯ42	ɣ ɯ ⁴²	3351
2815	Jinxing	read	ɣǝ42	ɣǝ42	ɣ ə ⁴²	3351
2816	Dashi	read	ɣɯ42	ɣɯ42	ɣ ɯ ⁴²	3351
2817	Zhoucheng	read	ɣɯ42	ɣɯ42	ɣ ɯ ⁴²	3351
2818	Mazhelong	read	[tʰou42]	tʰou42	tʰ ou ⁴²	3353
2819	ProtoBai	real	tsreŋ1	tsreŋ1	ts r e ŋ ¹	3362
2820	Tuoluo	real	tʂɚ̃55	tʂɚ̃55	ʈʂ ɚ/ə̃ ⁵⁵	3362
2821	Gongxing	real	tʂẽ12	tʂẽ12	ʈʂ ẽ ¹²	3362
2822	Enqi	real	tsɿ24	tsɿ24	ts ɿ ²⁴	3362
2823	Ega	real	tsɛ55	tsɛ55	ts ɛ ⁵⁵	3362
2824	Jinman	real	tʂɚ̃55	tʂɚ̃55	ʈʂ ɚ/ə̃ ⁵⁵	3362
2825	Jinxing	real	tsan55	tsan55	ts a n ⁵⁵	3362
2826	Dashi	real	tʂɚ̃35	tʂɚ̃35	ʈʂ ɚ/ə̃ ³⁵	3362
2827	Zhoucheng	real	tsi35	tsi35	ts i ³⁵	3362
2828	Mazhelong	real	tsen55	tsen55	ts e n ⁵⁵	3362
2829	ProtoBai	red	tʰræ4	tʰræ4	tʰ r æ ⁴	3373
2830	Tuoluo	red	tʰa42	tʰa42	tʰ a ⁴²	3373
2831	Gongxing	red	tʰæ42	tʰæ42	tʰ æ ⁴²	3373
2832	Enqi	red	tʰiæ55	tʰiæ55	tʰ i/j æ ⁵⁵	3373
2833	Ega	red	tɕʰa44	tɕʰa44	tɕʰ a ⁴⁴	3373
2834	Jinman	red	ʈʰa55	ʈʰa55	ʈʰ a ⁵⁵	3373
2835	Jinxing	red	tsʰa44	tsʰa44	tsʰ a ⁴⁴	3373
2836	Dashi	red	tʂʰɚ44	tʂʰɚ44	ʈʂʰ ɚ/ə ⁴⁴	3373
2837	Zhoucheng	red	tsʰɛ44	tsʰɛ44	tsʰ ɛ ⁴⁴	3373
2838	Mazhelong	red	[xoŋ33]	xoŋ33	x o ŋ ³³	3374
2839	ProtoBai	resin, colophony	mɛ1a	mɛ1a	m ɛ 1a/¹	3384
2840	Tuoluo	resin, colophony	mɛ55(tʂi55)	mɛ55	m ɛ ⁵⁵	3384
2841	Gongxing	resin, colophony	(ʐoŋ21tɕi22)	ʐoŋ21tɕi22	ʐ o ŋ ²¹ + tɕ i ²²	3385 3386
2842	Enqi	resin, colophony	mE24(tsɿ24)	mE24	m ᴇ/ɛ ²⁴	3384
2843	Ega	resin, colophony	mɛ̃55(tse44)	mɛ̃55	m ɛ̃ ⁵⁵	3384
2844	Jinman	resin, colophony	me55(tʂi55)	me55	m e ⁵⁵	3384
2845	Jinxing	resin, colophony	mɛ55(tsi33tsi33)	mɛ55	m ɛ ⁵⁵	3384
2846	Dashi	resin, colophony	me35(tʂi35)	me35	m e ³⁵	3384
2847	Zhoucheng	resin, colophony	(jou21tsi55)	jou21tsi55	j ou ²¹ + ts i ⁵⁵	3387 3386
2848	Mazhelong	resin, colophony	mɛ55(tsi33)	mɛ55	m ɛ ⁵⁵	3384
2849	ProtoBai	return	ja4	ja4	j a ⁴	3397
2850	Tuoluo	return	jɔ42	jɔ42	j ɔ ⁴²	3397
2851	Gongxing	return	ja55	ja55	j a ⁵⁵	3397
2852	Enqi	return	ja55	ja55	j a ⁵⁵	3397
2853	Ega	return	jo44	jo44	j o ⁴⁴	3397
2854	Jinman	return	ja55	ja55	j a ⁵⁵	3397
2855	Jinxing	return	jɑ44	jɑ44	j ɑ ⁴⁴	3397
2856	Dashi	return	ja44	ja44	j a ⁴⁴	3397
2857	Zhoucheng	return	(jo31)	jo31	j o ³¹	3397
2858	Mazhelong	return	(xɚ31tiã55)	xɚ31tiã55	x ɚ/ə ³¹ + t i ã ⁵⁵	3398 3399
2859	ProtoBai	rice	mǝ2	mǝ2	m ə ²	3409
2860	Tuoluo	rice	mi33	mi33	m i ³³	3409
2861	Gongxing	rice	mi22	mi22	m i ²²	3409
2862	Enqi	rice	mi22	mi22	m i ²²	3409
2863	Ega	rice	mi22	mi22	m i ²²	3409
2864	Jinman	rice	mi22	mi22	m i ²²	3409
2865	Jinxing	rice	me33	me33	m e ³³	3409
2866	Dashi	rice	me33	me33	m e ³³	3409
2867	Zhoucheng	rice	me33	me33	m e ³³	3409
2868	Mazhelong	rice	mɛ33	mɛ33	m ɛ ³³	3409
2869	ProtoBai	rice straw	ma4	ma4	m a ⁴	3420
2870	Tuoluo	rice straw	mo42	mo42	m o ⁴²	3420
2871	Gongxing	rice straw	(ɢao24tɕy22)	ɢao24tɕy22	ɣ ao ²⁴ + tɕ y ²²	3422 3423
2872	Enqi	rice straw	ma55	ma55	m a ⁵⁵	3420
2873	Ega	rice straw	(qua44)	qua44	q u/w a ⁴⁴	3421
2874	Jinman	rice straw	(qo55qua55)	qo55qua55	q o ⁵⁵ + q u/w a ⁵⁵	3422 3421
2875	Jinxing	rice straw	mɑ̃44	mɑ̃44	m ɑ̃ ⁴⁴	3420
2876	Dashi	rice straw	ma44	ma44	m a ⁴⁴	3420
2877	Zhoucheng	rice straw	ma55	ma55	m a ⁵⁵	3420
2878	Mazhelong	rice straw	ma44	ma44	m a ⁴⁴	3420
2879	ProtoBai	rich	gɔ1	gɔ1	g ɔ ¹	3433
2880	Tuoluo	rich	gɔ35	gɔ35	g ɔ ³⁵	3433
2881	Gongxing	rich	gao12	gao12	g ao ¹²	3433
2882	Enqi	rich	ko21	ko21	k o ²¹	3433
2883	Ega	rich	ko21	ko21	k o ²¹	3433
2884	Jinman	rich	ko21	ko21	k o ²¹	3433
2885	Jinxing	rich	ko42	ko42	k o ⁴²	3433
2886	Zhoucheng	rich	ko21	ko21	k o ²¹	3433
2887	Mazhelong	rich	ko21	ko21	k o ²¹	3433
2888	ProtoBai	ride	gɯ1	gɯ1	g ɯ ¹	3443
2889	Tuoluo	ride	gɯ35	gɯ35	g ɯ ³⁵	3443
2890	Gongxing	ride	gɯ12	gɯ12	g ɯ ¹²	3443
2891	Enqi	ride	kɯ21	kɯ21	k ɯ ²¹	3443
2892	Ega	ride	kɯ21	kɯ21	k ɯ ²¹	3443
2893	Jinman	ride	kɯ22	kɯ22	k ɯ ²²	3443
2894	Jinxing	ride	kɯ21	kɯ21	k ɯ ²¹	3443
2895	Dashi	ride	kɯ21	kɯ21	k ɯ ²¹	3443
2896	Zhoucheng	ride	kɯ21	kɯ21	k ɯ ²¹	3443
2897	Mazhelong	ride	(ua21)	ua21	u/w a ²¹	3444
2898	ProtoBai	river	qoŋ1	qoŋ1	q o ŋ ¹	3454
2899	ProtoBai	river	droŋ1	droŋ1	d r o ŋ ¹	3456
2900	Tuoluo	river	qoŋ55	qoŋ55	q o ŋ ⁵⁵	3454
2901	Gongxing	river	qoŋ55	qoŋ55	q o ŋ ⁵⁵	3454
2902	Enqi	river	qo24/tio21	qo24	q o ²⁴	3454
2903	Enqi	river	qo24/tio21	tio21	t i/j o ²¹	3455
2904	Ega	river	qu55/tɕo21	qu55	q u ⁵⁵	3454
2905	Ega	river	qu55/tɕo21	tɕo21	tɕ o ²¹	3454
2906	Jinman	river	qõ55/ʈo21	qõ55	q õ ⁵⁵	3454
2907	Jinman	river	qõ55/ʈo21	ʈo21	ʈ o ²¹	3455
2908	Jinxing	river	kvŋ55	kvŋ55	k v/ʯ ŋ ⁵⁵	3454
2909	Dashi	river	kõ35	kõ35	k õ ³⁵	3454
2910	Zhoucheng	river	kv35	kv35	k v/ʯ ³⁵	3454
2911	Mazhelong	river	koŋ55	koŋ55	k o ŋ ⁵⁵	3454
2912	ProtoBai	roast in fire	goŋ3	goŋ3	g o ŋ ³	3469
2913	Tuoluo	roast in fire	gv21	gv21	g v/ʯ ²¹	3469
2914	Enqi	roast in fire	go43	go43	g o ⁴³	3469
2915	Jinxing	roast in fire	kõ31	kõ31	k õ ³¹	3469
2916	Dashi	roast in fire	koŋ42	koŋ42	k o ŋ ⁴²	3469
2917	Zhoucheng	roast in fire	kʰou31	kʰou31	kʰ ou ³¹	3469
2918	Mazhelong	roast in fire	kõ21	kõ21	k õ ²¹	3469
2919	ProtoBai	root	tɛ4	tɛ4	t ɛ ⁴	3477
2920	Gongxing	root	te24	te24	t e ²⁴	3477
2921	Enqi	root	tE55	tE55	t ᴇ/ɛ ⁵⁵	3477
2922	Ega	root	tɛ42	tɛ42	t ɛ ⁴²	3477
2923	Jinman	root	te42	te42	t e ⁴²	3477
2924	Jinxing	root	te44	te44	t e ⁴⁴	3477
2925	Dashi	root	te44	te44	t e ⁴⁴	3477
2926	Mazhelong	root	(tso33)	tso33	ts o ³³	3477
2927	ProtoBai	root	mi1a	mi1a	m i 1a/¹	3478
2928	Tuoluo	root	mɛ21	mɛ21	m ɛ ²¹	3478
2929	Enqi	root	mE43	mE43	m ᴇ/ɛ ⁴³	3478
2930	Ega	root	mɛ42	mɛ42	m ɛ ⁴²	3478
2931	Jinman	root	me42	me42	m e ⁴²	3478
2932	Dashi	root	mi44	mi44	m i ⁴⁴	3478
2933	Zhoucheng	root	mi44	mi44	m i ⁴⁴	3478
2934	ProtoBai	rope	sʰo4	sʰo4	sʰ o ⁴	3493
2935	Tuoluo	rope	su42	su42	s u ⁴²	3493
2936	Gongxing	rope	su24	su24	s u ²⁴	3493
2937	Enqi	rope	su55	su55	s u ⁵⁵	3493
2938	Ega	rope	su44	su44	s u ⁴⁴	3493
2939	Jinman	rope	so55	so55	s o ⁵⁵	3493
2940	Jinxing	rope	sou44	sou44	s ou ⁴⁴	3493
2941	Dashi	rope	sʰou44	sʰou44	sʰ ou ⁴⁴	3493
2942	Zhoucheng	rope	so44	so44	s o ⁴⁴	3493
2943	Mazhelong	rope	so44	so44	s o ⁴⁴	3493
2944	ProtoBai	round	ʁuen1b	ʁuen1b	ʁ u/w e n 1b/¹	3504
2945	Tuoluo	round	ueŋ35	ueŋ35	u/w e ŋ ³⁵	3504
2946	Gongxing	round	uen12	uen12	u/w e n ¹²	3504
2947	Enqi	round	ʁuE21	ʁuE21	ʁ u ᴇ/ɛ ²¹	3505
2948	Ega	round	kʰuɛ44	kʰuɛ44	kʰ u/w ɛ ⁴⁴	3504
2949	Jinman	round	ŋue21	ŋue21	ŋ u/w e ²¹	3504
2950	Jinxing	round	uẽ21	uẽ21	u/w ẽ ²¹	3504
2951	Dashi	round	uẽ31	uẽ31	u/w ẽ ³¹	3504
2952	Zhoucheng	round	ue21	ue21	u/w e ²¹	3504
2953	Mazhelong	round	ven21	ven21	v e n ²¹	3504
2954	ProtoBai	salt	pren1	pren1	p r e n ¹	3518
2955	Tuoluo	salt	tɕyen55	tɕyen55	tɕ y/ɥ e n ⁵⁵	3518
2956	Gongxing	salt	tɕyen55	tɕyen55	tɕ y/ɥ e n ⁵⁵	3518
2957	Enqi	salt	tsuE24	tsuE24	ts u ᴇ/ɛ ²⁴	3517
2958	Ega	salt	tsuɛ55	tsuɛ55	ts u/w ɛ ⁵⁵	3516
2959	Jinman	salt	tsuẽ55	tsuẽ55	ts u/w ẽ ⁵⁵	3516
2960	Jinxing	salt	pien55	pien55	p i/j e n ⁵⁵	3518
2961	Dashi	salt	piẽ35	piẽ35	p i ẽ ³⁵	3515
2962	Zhoucheng	salt	pi35	pi35	p i ³⁵	3515
2963	ProtoBai	salty	tsʰoŋ3	tsʰoŋ3	tsʰ o ŋ ³	3525
2964	Tuoluo	salty	tsʰoŋ21	tsʰoŋ21	tsʰ o ŋ ²¹	3525
2965	Gongxing	salty	tsʰoŋ42	tsʰoŋ42	tsʰ o ŋ ⁴²	3525
2966	Enqi	salty	tsʰoŋ43	tsʰoŋ43	tsʰ o ŋ ⁴³	3525
2967	Ega	salty	tsʰo42	tsʰo42	tsʰ o ⁴²	3525
2968	Jinman	salty	kʰu42	kʰu42	kʰ u ⁴²	3525
2969	Jinxing	salty	tsʰõ31	tsʰõ31	tsʰ õ ³¹	3525
2970	Dashi	salty	tsʰoŋ42	tsʰoŋ42	tsʰ o ŋ ⁴²	3525
2971	Zhoucheng	salty	tsʰou31	tsʰou31	tsʰ ou ³¹	3525
2972	Mazhelong	salty	kʰǝɯ33	kʰǝɯ33	kʰ əɯ ³³	3525
2973	ProtoBai	sand	sʰrɔ1	sʰrɔ1	sʰ r ɔ ¹	3536
2974	Tuoluo	sand	ɕɨo55	ɕɨo55	ɕ i/j o ⁵⁵	3536
2975	Gongxing	sand	sao55	sao55	s ao ⁵⁵	3536
2976	Enqi	sand	ɕio24	ɕio24	ɕ i/j o ²⁴	3536
2977	Ega	sand	ɕio55mi22	ɕio55mi22	ɕ i/j o ⁵⁵ + m i ²²	3536 3537
2978	Jinman	sand	ɕio55	ɕio55	ɕ i/j o ⁵⁵	3536
2979	Jinxing	sand	sou55	sou55	s ou ⁵⁵	3536
2980	Dashi	sand	ʂʰou55 (ʂhou55 in Wang 2006, probably a mistake)	ʂʰou55	ʂʰ ou ⁵⁵	3536
2981	Zhoucheng	sand	so55	so55	s o ⁵⁵	3536
2982	Mazhelong	sand	sa55	sa55	s a ⁵⁵	3536
2983	ProtoBai	saw	pjo5	pjo5	p j o ⁵	3549
2984	Tuoluo	saw	fv21	fv21	f v/ʯ ²¹	3548
2985	Gongxing	saw	pfu42	pfu42	pf u ⁴²	3548
2986	Enqi	saw	fo43	fo43	f o ⁴³	3548
2987	Ega	saw	fv42	fv42	f v/ʯ ⁴²	3548
2988	Jinman	saw	fv42	fv42	f v/ʯ ⁴²	3548
2989	Jinxing	saw	fv42	fv42	f v/ʯ ⁴²	3548
2990	Dashi	saw	fv42	fv42	f v/ʯ ⁴²	3548
2991	Zhoucheng	saw	fv42	fv42	f v/ʯ ⁴²	3548
2992	Mazhelong	saw	fv42	fv42	f v/ʯ ⁴²	3548
2993	ProtoBai	say	sua4	sua4	s u/w a ⁴	3561
2994	Tuoluo	say	sua42	sua42	s u/w a ⁴²	3561
2995	Ega	say	(tso42)	tso42	ts o ⁴²	3559
2996	Jinxing	say	suɑ44	suɑ44	s u ɑ ⁴⁴	3560
2997	Zhoucheng	say	sua44	sua44	s u/w a ⁴⁴	3561
2998	Mazhelong	say	sua44	sua44	s u/w a ⁴⁴	3561
2999	ProtoBai	scale	qæ4	qæ4	q æ ⁴	3566
3000	Tuoluo	scale	qa42	qa42	q a ⁴²	3566
3001	Enqi	scale	qæ55	qæ55	q æ ⁵⁵	3566
3002	Ega	scale	qa44	qa44	q a ⁴⁴	3566
3003	Jinman	scale	qa55	qa55	q a ⁵⁵	3566
3004	Jinxing	scale	ka44	ka44	k a ⁴⁴	3566
3005	Dashi	scale	kɚ44	kɚ44	k ɚ/ə ⁴⁴	3566
3006	Zhoucheng	scale	kɛ44	kɛ44	k ɛ ⁴⁴	3566
3007	Mazhelong	scale	kɚ44	kɚ44	k ɚ/ə ⁴⁴	3566
3008	ProtoBai	scar	tsuŋ1	tsuŋ1	ts u ŋ ¹	3576
3009	Tuoluo	scar	tsvŋ55	tsvŋ55	ts v/ʯ ŋ ⁵⁵	3576
3010	Gongxing	scar	(qæ24)	qæ24	q æ ²⁴	3576
3011	Enqi	scar	(tɕia24ma24tæ55)	tɕia24ma24tæ55	tɕ i/j a ²⁴ + m a ²⁴ + t æ ⁵⁵	3577 3578 3576
3012	Ega	scar	tsoŋ55	tsoŋ55	ts o ŋ ⁵⁵	3576
3013	Jinman	scar	(ʈʰa55koŋ22pe55)	ʈʰa55koŋ22pe55	ʈʰ a ⁵⁵ + k o ŋ ²² + p e ⁵⁵	3579 3576 3580
3014	Jinxing	scar	tsṽ55	tsṽ55	ts ṽ/ʯ̃ ⁵⁵	3576
3015	Mazhelong	scar	tsʰoŋ55pa55	tsʰoŋ55pa55	tsʰ o ŋ ⁵⁵ + p a ⁵⁵	3576 3580
3016	ProtoBai	scatter (seeds)	sa4	sa4	s a ⁴	3590
3017	Tuoluo	scatter (seeds)	sɔ42	sɔ42	s ɔ ⁴²	3590
3018	Gongxing	scatter (seeds)	sa24	sa24	s a ²⁴	3590
3019	Enqi	scatter (seeds)	sa55	sa55	s a ⁵⁵	3590
3020	Ega	scatter (seeds)	so42	so42	s o ⁴²	3590
3021	Jinman	scatter (seeds)	sa55	sa55	s a ⁵⁵	3590
3022	Jinxing	scatter (seeds)	sɑ44	sɑ44	s ɑ ⁴⁴	3590
3023	Dashi	scatter (seeds)	sa44	sa44	s a ⁴⁴	3590
3024	Zhoucheng	scatter (seeds)	(tɕɛ42)	tɕɛ42	tɕ ɛ ⁴²	3590
3025	Mazhelong	scatter (seeds)	sɐ21	sɐ21	s ɐ ²¹	3590
3026	ProtoBai	scissor	ɢæ4	ɢæ4	ɣ æ ⁴	3601
3027	Tuoluo	scissor	ʁa42	ʁa42	ʁ a ⁴²	3602
3028	Gongxing	scissor	ɢæ21	ɢæ21	ɣ æ ²¹	3601
3029	Enqi	scissor	qæ21	qæ21	q æ ²¹	3601
3030	Ega	scissor	qa42	qa42	q a ⁴²	3601
3031	Jinman	scissor	qa55	qa55	q a ⁵⁵	3601
3032	Jinxing	scissor	ka42	ka42	k a ⁴²	3601
3033	Dashi	scissor	kɚ42	kɚ42	k ɚ/ə ⁴²	3601
3034	Zhoucheng	scissor	kɛ42	kɛ42	k ɛ ⁴²	3601
3035	Mazhelong	scissor	tsʰɛ42	tsʰɛ42	tsʰ ɛ ⁴²	3601
3036	ProtoBai	scoop up (water); ladle out	qɯ1	qɯ1	q ɯ ¹	3612
3037	Tuoluo	scoop up (water); ladle out	qɚ55	qɚ55	q ɚ/ə ⁵⁵	3612
3038	Gongxing	scoop up (water); ladle out	qe55	qe55	q e ⁵⁵	3612
3039	Enqi	scoop up (water); ladle out	qɯ24	qɯ24	q ɯ ²⁴	3612
3040	Ega	scoop up (water); ladle out	qɯ55	qɯ55	q ɯ ⁵⁵	3612
3041	Jinxing	scoop up (water); ladle out	lɯ55	lɯ55	l ɯ ⁵⁵	3613
3042	Dashi	scoop up (water); ladle out	kɯ35	kɯ35	k ɯ ³⁵	3612
